Species_name	Subfam	Tribe	DIAM	DEN	VEL	FL	RH	MPH	Clim	GF	SOL	CL	RM	MT	MUL	VD	T	FT	LF	GTT	SEP	VCT	AP	APOPARA	DIF	DIA	BAN	SCA	VAS	RW	PC	PCR	PCA	PCP	MI	CV	LA	CorSal	CorFun	CorCam	CorTub	CorRot	AntICH	AntIEE	AntFEx	AntICTH	CorCor	GynCor	AntASH	AntEES	AntAgg	PolMon	PolTet	PolPol	FruPD	FruPF
Tabernaemontana_macrocarpa	RAU	Tab	75	23	1380	2300	650	30	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Present	Present	Absent	Rays	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_pachysiphon	RAU	Tab	65	49	830	1900	598	15	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Tabernaemontana_penduliflora	RAU	Tab	NA	NA	NA	NA	NA	12	NA	Erect	NA	NA	NA	NA	NA	NA	Absent	NA	NA	NA	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Tabernaemontana_retusa	RAU	Tab	NA	NA	NA	NA	NA	10	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	NA	NA	NA	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Present	Present	Absent	Rays	Various	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Tabernaemontana_siphilitica	RAU	Tab	40	77	645	1220	555	9	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Voacanga_africana	RAU	Tab	60	69	770	NA	800	25	Absent	Erect	Present	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Voacanga_globosa	RAU	Tab	55	54	1150	2230	2240	15	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	Thin	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Voacanga_grandifolia	RAU	Tab	60	66	580	1060	890	15	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Present	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Multi	Absent	Absent	Absent	Absent	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Catharanthus_roseus	RAU	Vin	30	200	370	NA	410	1	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Uni+Multi	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent
Ochrosia_oppositifolia	RAU	Vin	60	43	590	NA	605	60	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Absent	Present	Absent	Absent	Absent	Uni+Multi	Present	Present	Absent	Rays	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Petchia_madagascariensis	RAU	Vin	50	85	530	1200	570	4	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	Thick	Present	Apo	Absent	Present	Absent	Absent	Absent	Uni+Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Rauvolfia_caffra	RAU	Vin	110	15	550	NA	430	40	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Absent	Present	Absent	Absent	Absent	Multi	Present	Present	Present	AxialParenchyma+Rays	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Rauvolfia_sumatrana	RAU	Vin	60	33	1060	2085	680	27	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	FT	Absent	ThinThick	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Present	Present	Present	AxialParenchyma+Rays	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Rauvolfia_vomitoria	RAU	Vin	70	23	NA	NA	640	40	Absent	Erect	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	LF	Absent	ThinThick	Present	Apo	Absent	Present	Absent	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present
Couma_guianensis	RAU	Wil	120	8	720	1775	250	18	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Present	Absent	FT	Absent	Thin	Present	Apo	Absent	Absent	Present	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Hancornia_speciosa	RAU	Wil	65	39	430	810	250	7	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thin	Present	Apo	Absent	Present	Present	Absent	Absent	Multi	Present	Absent	Absent	Rays	Various	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Lacmellea_aculeata	RAU	Wil	70	18	1020	1690	370	3	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	ThinThick	Present	Apo	Absent	Present	Present	Absent	Absent	Uni	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Parahancornia_fasciculata	RAU	Wil	110	11	1010	1530	375	30	Absent	Erect	Absent	Absent	Present	RM	Present	Absent	Absent	Absent	Present	LF	Absent	Thin	Present	Apo	Absent	Absent	Present	Absent	Absent	Multi	Present	Absent	Present	AxialParenchyma	PrismaticCrystals	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Saba_comorensis	RAU	Wil	155	8	420	580	583	20	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	T+LF	Absent	Thin	Present	Para	Absent	Absent	Absent	Present	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Willughbeia_angustifolia	RAU	Wil	170	9	530	1090	300	60	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	T+FT	Absent	ThinThick	Present	Apo+Para	Absent	Absent	Present	Present	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present
Secamone_elliptica	SEC	SEC	45	138	320	650	143	5	Present	Climbing	Present	Present	Absent	CL	Present	Absent	Absent	Present	Present	FT+LF	Absent	ThinThick	Present	Para	Absent	Absent	Absent	Present	Absent	Multi	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
Secamonopsis_madagascariensis	SEC	SEC	110	25	310	815	405	2	Present	Climbing	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	FT+LF	Absent	Thin	Present	Para	Absent	Absent	Absent	Present	Absent	Multi	Present	Present	Absent	Rays	PrismaticCrystals	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent
